COM;Pot_Cont;Escalao;ORD;COD_Proposta;Contagem;TF;TV|TVFV|TVP;TVV|TVC;TVVz;TFGN;TVGN
EDPC;17,25;;;EDPC_87;1;1,2992;0,1508;;;;
EDPC;20,7;;;EDPC_87;1;1,5593;0,1508;;;;
EDPC;3,45;3;;EDPC_88;1;0,2611;0,1508;;;;
EDPC;4,6;4;;EDPC_88;1;0,4168;0,1508;;;;
EDPC;5,75;;;EDPC_88;1;0,492;0,1508;;;;
EDPC;6,9;;;EDPC_88;1;0,5221;0,1508;;;;
EDPC;10,35;;;EDPC_88;1;0,7584;0,1508;;;;
EDPC;13,8;;;EDPC_88;1;0,9914;0,1508;;;;
EDPC;17,25;;;EDPC_88;1;1,2992;0,1508;;;;
EDPC;20,7;;;EDPC_88;1;1,5593;0,1508;;;;
EDPC;1,15;1;;EDPC_89;1;0,1367;0,1627;;;;
EDPC;2,3;2;;EDPC_89;1;0,2094;0,1627;;;;
EDPC;3,45;3;;EDPC_89;1;0,2901;0,1675;;;;
EDPC;4,6;4;;EDPC_89;1;0,4631;0,1675;;;;
EDPC;5,75;;;EDPC_89;1;0,5467;0,1675;;;;
EDPC;6,9;;;EDPC_89;1;0,5801;0,1675;;;;
EDPC;10,35;;;EDPC_89;1;0,8427;0,1675;;;;
EDPC;13,8;;;EDPC_89;1;1,1015;0,1675;;;;
EDPC;17,25;;;EDPC_89;1;1,4435;0,1675;;;;
EDPC;20,7;;;EDPC_89;1;1,7325;0,1675;;;;
EDPC;1,15;1;;EDPC_90;1;0,1367;0,1627;;;0,0752;0,0979
EDPC;2,3;2;;EDPC_90;1;0,2094;0,1627;;;0,1114;0,0953
EDPC;3,45;3;;EDPC_90;1;0,2466;0,1424;;;0,1529;0,0936
EDPC;4,6;4;;EDPC_90;1;0,3936;0,1424;;;0,2203;0,0935
EDPC;5,75;;;EDPC_90;1;0,4647;0,1424;;;;
EDPC;6,9;;;EDPC_90;1;0,4931;0,1424;;;;
EDPC;10,35;;;EDPC_90;1;0,7163;0,1424;;;;
EDPC;13,8;;;EDPC_90;1;0,9363;0,1424;;;;
EDPC;17,25;;;EDPC_90;1;1,227;0,1424;;;;
EDPC;20,7;;;EDPC_90;1;1,4726;0,1424;;;;
EDPC;1,15;1;;EDPC_91;1;0,1367;0,1627;;;0,0752;0,0979
EDPC;2,3;2;;EDPC_91;1;0,2094;0,1627;;;0,1114;0,0953
EDPC;3,45;3;;EDPC_91;1;0,2901;0,1675;;;0,1529;0,0936
EDPC;4,6;4;;EDPC_91;1;0,4631;0,1675;;;0,2203;0,0935
EDPC;5,75;;;EDPC_91;1;0,5467;0,1675;;;;
EDPC;6,9;;;EDPC_91;1;0,5801;0,1675;;;;
EDPC;10,35;;;EDPC_91;1;0,8427;0,1675;;;;
EDPC;13,8;;;EDPC_91;1;1,1015;0,1675;;;;
EDPC;17,25;;;EDPC_91;1;1,4435;0,1675;;;;
EDPC;20,7;;;EDPC_91;1;1,7325;0,1675;;;;
EDPC;1,15;1;;EDPC_92;1;0,1477;0,19521735;;;;
EDPC;2,3;2;;EDPC_92;1;0,2254;0,1965984;;;;
EDPC;3,45;3;;EDPC_92;1;0,2856;0,197540025;;;;
EDPC;4,6;4;;EDPC_92;1;0,3602;0,1976028;;;;
EDPC;5,75;;;EDPC_92;1;0,443;0,197665575;;;;
EDPC;6,9;;;EDPC_92;1;0,5161;0,197540025;;;;
EDPC;10,35;;;EDPC_92;1;0,7435;0,197540025;;;;
EDPC;13,8;;;EDPC_92;1;0,988;0,197540025;;;;
EDPC;17,25;;;EDPC_92;1;1,209;0,1886689875;;;;
EDPC;20,7;;;EDPC_92;1;1,449;0,188610475;;;;
EDPC;1,15;1;;EDPC_93;1;0,1477;0,19521735;;;0,049;0,1467
EDPC;2,3;2;;EDPC_93;1;0,2254;0,1965984;;;0,0803;0,1261
EDPC;3,45;3;;EDPC_93;1;0,2856;0,197540025;;;0,1133;0,1158
EDPC;4,6;4;;EDPC_93;1;0,3602;0,1976028;;;0,1593;0,1006
EDPC;5,75;;;EDPC_93;1;0,443;0,197665575;;;;
EDPC;6,9;;;EDPC_93;1;0,5161;0,197540025;;;;
EDPC;10,35;;;EDPC_93;1;0,7435;0,197540025;;;;
EDPC;13,8;;;EDPC_93;1;0,988;0,197540025;;;;
EDPC;17,25;;;EDPC_93;1;1,209;0,1886689875;;;;
EDPC;20,7;;;EDPC_93;1;1,449;0,188610475;;;;
EDPC;1,15;1;;EDPC_94;1;0,1367;0,1627;;;;
EDPC;2,3;2;;EDPC_94;1;0,2094;0,1627;;;;
EDPC;3,45;3;;EDPC_94;1;0,2466;0,1424;;;;
EDPC;4,6;4;;EDPC_94;1;0,3936;0,1424;;;;
EDPC;5,75;;;EDPC_94;1;0,4647;0,1424;;;;
EDPC;6,9;;;EDPC_94;1;0,4931;0,1424;;;;
EDPC;10,35;;;EDPC_94;1;0,7163;0,1424;;;;
EDPC;13,8;;;EDPC_94;1;0,9363;0,1424;;;;
EDPC;17,25;;;EDPC_94;1;1,227;0,1424;;;;
EDPC;20,7;;;EDPC_94;1;1,4726;0,1424;;;;
EDPC;3,45;;;EDPC_01;2;0,3107;0,1921;0,1161;;;
EDPC;4,6;;;EDPC_01;2;0,4005;0,1921;0,1161;;;
EDPC;5,75;;;EDPC_01;2;0,4736;0,1921;0,1161;;;
EDPC;6,9;;;EDPC_01;2;0,5396;0,1921;0,1161;;;
EDPC;10,35;;;EDPC_01;2;0,7736;0,1921;0,1161;;;
EDPC;13,8;;;EDPC_01;2;0,9381;0,1921;0,1161;;;
EDPC;17,25;;;EDPC_01;2;1,2174;0,1921;0,1161;;;
EDPC;20,7;;;EDPC_01;2;1,4911;0,1921;0,1161;;;
EDPC;3,45;;;EDPC_02;2;0,4439;0,1633;0,0987;;;
EDPC;4,6;;;EDPC_02;2;0,5721;0,1633;0,0987;;;
EDPC;5,75;;;EDPC_02;2;0,6765;0,1633;0,0987;;;
EDPC;6,9;;;EDPC_02;2;0,7708;0,1633;0,0987;;;
EDPC;10,35;;;EDPC_02;2;1,1052;0,1633;0,0987;;;
EDPC;13,8;;;EDPC_02;2;1,3402;0,1633;0,0987;;;
EDPC;17,25;;;EDPC_02;2;1,7391;0,1633;0,0987;;;
EDPC;20,7;;;EDPC_02;2;2,1302;0,1633;0,0987;;;
EDPC;3,45;;;EDPC_03;2;0,4395;0,1902;0,1149;;;
EDPC;4,6;;;EDPC_03;2;0,5664;0,1902;0,1149;;;
EDPC;5,75;;;EDPC_03;2;0,6697;0,1902;0,1149;;;
EDPC;6,9;;;EDPC_03;2;0,7631;0,1902;0,1149;;;
EDPC;10,35;;;EDPC_03;2;1,0941;0,1902;0,1149;;;
EDPC;13,8;;;EDPC_03;2;1,3268;0,1902;0,1149;;;
EDPC;17,25;;;EDPC_03;2;1,7217;0,1902;0,1149;;;
EDPC;20,7;;;EDPC_03;2;2,1089;0,1902;0,1149;;;
EDPC;3,45;;;EDPC_04;2;0,4261;0,1844;0,1115;;;
EDPC;4,6;;;EDPC_04;2;0,5492;0,1844;0,1115;;;
EDPC;5,75;;;EDPC_04;2;0,6494;0,1844;0,1115;;;
EDPC;6,9;;;EDPC_04;2;0,74;0,1844;0,1115;;;
EDPC;10,35;;;EDPC_04;2;1,061;0,1844;0,1115;;;
EDPC;13,8;;;EDPC_04;2;1,2866;0,1844;0,1115;;;
EDPC;17,25;;;EDPC_04;2;1,6695;0,1844;0,1115;;;
EDPC;20,7;;;EDPC_04;2;2,045;0,1844;0,1115;;;
EDPC;3,45;;;EDPC_05;2;0,435;0,1883;0,1138;;;
EDPC;4,6;;;EDPC_05;2;0,5607;0,1883;0,1138;;;
EDPC;5,75;;;EDPC_05;2;0,663;0,1883;0,1138;;;
EDPC;6,9;;;EDPC_05;2;0,7554;0,1883;0,1138;;;
EDPC;10,35;;;EDPC_05;2;1,0831;0,1883;0,1138;;;
EDPC;13,8;;;EDPC_05;2;1,3134;0,1883;0,1138;;;
EDPC;17,25;;;EDPC_05;2;1,7043;0,1883;0,1138;;;
EDPC;20,7;;;EDPC_05;2;2,0876;0,1883;0,1138;;;
EDPC;3,45;;;EDPC_06;2;0,3551;0,1537;0,0929;;;
EDPC;4,6;;;EDPC_06;2;0,4577;0,1537;0,0929;;;
EDPC;5,75;;;EDPC_06;2;0,5412;0,1537;0,0929;;;
EDPC;6,9;;;EDPC_06;2;0,6166;0,1537;0,0929;;;
EDPC;10,35;;;EDPC_06;2;0,8842;0,1537;0,0929;;;
EDPC;13,8;;;EDPC_06;2;1,0722;0,1537;0,0929;;;
EDPC;17,25;;;EDPC_06;2;1,3913;0,1537;0,0929;;;
EDPC;20,7;;;EDPC_06;2;1,7042;0,1537;0,0929;;;
EDPC;3,45;;;EDPC_07;2;0,435;0,1883;0,1045;;;
EDPC;4,6;;;EDPC_07;2;0,5607;0,1883;0,1045;;;
EDPC;5,75;;;EDPC_07;2;0,663;0,1883;0,1045;;;
EDPC;6,9;;;EDPC_07;2;0,7554;0,1883;0,1045;;;
EDPC;10,35;;;EDPC_07;2;1,0831;0,1883;0,1045;;;
EDPC;13,8;;;EDPC_07;2;1,3134;0,1883;0,1045;;;
EDPC;17,25;;;EDPC_07;2;1,7043;0,1883;0,1045;;;
EDPC;20,7;;;EDPC_07;2;2,0876;0,1883;0,1045;;;
EDPC;3,45;;;EDPC_09;2;0,435;0,1883;0,0929;;;
EDPC;4,6;;;EDPC_09;2;0,5607;0,1883;0,0929;;;
EDPC;5,75;;;EDPC_09;2;0,663;0,1883;0,0929;;;
EDPC;6,9;;;EDPC_09;2;0,7554;0,1883;0,0929;;;
EDPC;10,35;;;EDPC_09;2;1,0831;0,1883;0,0929;;;
EDPC;13,8;;;EDPC_09;2;1,3134;0,1883;0,0929;;;
EDPC;17,25;;;EDPC_09;2;1,7043;0,1883;0,0929;;;
EDPC;20,7;;;EDPC_09;2;2,0876;0,1883;0,0929;;;
EDPC;3,45;;;EDPC_10;2;0,4395;0,1902;0,1149;;;
EDPC;4,6;;;EDPC_10;2;0,5664;0,1902;0,1149;;;
EDPC;5,75;;;EDPC_10;2;0,6697;0,1902;0,1149;;;
EDPC;6,9;;;EDPC_10;2;0,7631;0,1902;0,1149;;;
EDPC;10,35;;;EDPC_10;2;1,0941;0,1902;0,1149;;;
EDPC;13,8;;;EDPC_10;2;1,3268;0,1902;0,1149;;;
EDPC;17,25;;;EDPC_10;2;1,7217;0,1902;0,1149;;;
EDPC;20,7;;;EDPC_10;2;2,1089;0,1902;0,1149;;;
EDPC;3,45;;;EDPC_100;2;0,317492;0,208383358;0,129502765;;;
EDPC;4,6;;;EDPC_100;2;0,399464;0,208498864;0,129560518;;;
EDPC;5,75;;;EDPC_100;2;0,471408;0,208498864;0,129560518;;;
EDPC;6,9;;;EDPC_100;2;0,545284;0,208441111;0,129560518;;;
EDPC;10,35;;;EDPC_100;2;0,748236;0,208441111;0,129560518;;;
EDPC;13,8;;;EDPC_100;2;0,96738;0,208152346;0,129040741;;;
EDPC;17,25;;;EDPC_100;2;1,175668;0,1993649775;0,121693989;;;
EDPC;20,7;;;EDPC_100;2;1,415512;0,1993649775;0,121693989;;;
EDPC;3,45;;;EDPC_101;2;0,338198;0,1834679565;0,11401873875;;;
EDPC;4,6;;;EDPC_101;2;0,425516;0,183569652;0,1140695865;;;
EDPC;5,75;;;EDPC_101;2;0,502152;0,183569652;0,1140695865;;;
EDPC;6,9;;;EDPC_101;2;0,580846;0,18351880425;0,1140695865;;;
EDPC;10,35;;;EDPC_101;2;0,797034;0,18351880425;0,1140695865;;;
EDPC;13,8;;;EDPC_101;2;1,03047;0,1832645655;0,11361195675;;;
EDPC;17,25;;;EDPC_101;2;1,252342;0,175527860625;0,10714362075;;;
EDPC;20,7;;;EDPC_101;2;1,507828;0,175527860625;0,10714362075;;;
EDPC;3,45;;;EDPC_102;2;0,317492;0,1698777375;0,10557290625;;;
EDPC;4,6;;;EDPC_102;2;0,399464;0,1699719;0,1056199875;;;
EDPC;5,75;;;EDPC_102;2;0,471408;0,1699719;0,1056199875;;;
EDPC;6,9;;;EDPC_102;2;0,545284;0,16992481875;0,1056199875;;;
EDPC;10,35;;;EDPC_102;2;0,748236;0,16992481875;0,1056199875;;;
EDPC;13,8;;;EDPC_102;2;0,96738;0,1696894125;0,10519625625;;;
EDPC;17,25;;;EDPC_102;2;1,175668;0,162525796875;0,09920705625;;;
EDPC;20,7;;;EDPC_102;2;1,415512;0,162525796875;0,09920705625;;;
EDPC;3,45;;;EDPC_103;2;0,324394;0,1744078105;0,10838818375;;;
EDPC;4,6;;;EDPC_103;2;0,408148;0,174504484;0,1084365205;;;
EDPC;5,75;;;EDPC_103;2;0,481656;0,174504484;0,1084365205;;;
EDPC;6,9;;;EDPC_103;2;0,557138;0,17445614725;0,1084365205;;;
EDPC;10,35;;;EDPC_103;2;0,764502;0,17445614725;0,1084365205;;;
EDPC;13,8;;;EDPC_103;2;0,98841;0,1742144635;0,10800148975;;;
EDPC;17,25;;;EDPC_103;2;1,201226;0,166859818125;0,10185257775;;;
EDPC;20,7;;;EDPC_103;2;1,446284;0,166859818125;0,10185257775;;;
EDPC;3,45;;;EDPC_104;2;0,324394;0,212913431;0,1323180425;;;
EDPC;4,6;;;EDPC_104;2;0,408148;0,213031448;0,132377051;;;
EDPC;5,75;;;EDPC_104;2;0,481656;0,213031448;0,132377051;;;
EDPC;6,9;;;EDPC_104;2;0,557138;0,2129724395;0,132377051;;;
EDPC;10,35;;;EDPC_104;2;0,764502;0,2129724395;0,132377051;;;
EDPC;13,8;;;EDPC_104;2;0,98841;0,212677397;0,1318459745;;;
EDPC;17,25;;;EDPC_104;2;1,201226;0,20369899875;0,1243395105;;;
EDPC;20,7;;;EDPC_104;2;1,446284;0,20369899875;0,1243395105;;;
EDPC;3,45;;;EDPC_105;2;0,338198;0,221973577;0,1379485975;;;
EDPC;4,6;;;EDPC_105;2;0,425516;0,222096616;0,138010117;;;
EDPC;5,75;;;EDPC_105;2;0,502152;0,222096616;0,138010117;;;
EDPC;6,9;;;EDPC_105;2;0,580846;0,2220350965;0,138010117;;;
EDPC;10,35;;;EDPC_105;2;0,797034;0,2220350965;0,138010117;;;
EDPC;13,8;;;EDPC_105;2;1,03047;0,221727499;0,1374564415;;;
EDPC;17,25;;;EDPC_105;2;1,252342;0,21236704125;0,1296305535;;;
EDPC;20,7;;;EDPC_105;2;1,507828;0,21236704125;0,1296305535;;;
EDPC;3,45;;;EDPC_106;2;0,3451;0,1427;0,0887;;;
EDPC;4,6;;;EDPC_106;2;0,4342;0,1428;0,0887;;;
EDPC;5,75;;;EDPC_106;2;0,5124;0,1428;0,0887;;;
EDPC;6,9;;;EDPC_106;2;0,5927;0,1427;0,0887;;;
EDPC;10,35;;;EDPC_106;2;0,8133;0,1427;0,0887;;;
EDPC;13,8;;;EDPC_106;2;1,0515;0,1425;0,0884;;;
EDPC;17,25;;;EDPC_106;2;1,2779;0,1365;0,0833;;;
EDPC;20,7;;;EDPC_106;2;1,5386;0,1365;0,0833;;;
EDPC;3,45;;;EDPC_107;2;0,3451;0,1879980295;0,11683401625;;;
EDPC;4,6;;;EDPC_107;2;0,4342;0,188102236;0,1168861195;;;
EDPC;5,75;;;EDPC_107;2;0,5124;0,188102236;0,1168861195;;;
EDPC;6,9;;;EDPC_107;2;0,5927;0,18805013275;0,1168861195;;;
EDPC;10,35;;;EDPC_107;2;0,8133;0,18805013275;0,1168861195;;;
EDPC;13,8;;;EDPC_107;2;1,0515;0,1877896165;0,11641719025;;;
EDPC;17,25;;;EDPC_107;2;1,2779;0,179861881875;0,10978914225;;;
EDPC;20,7;;;EDPC_107;2;1,5386;0,179861881875;0,10978914225;;;
EDPC;3,45;;;EDPC_108;2;0;0;0;;;
EDPC;4,6;;;EDPC_108;2;0;0;0;;;
EDPC;5,75;;;EDPC_108;2;0;0;0;;;
EDPC;6,9;;;EDPC_108;2;0;0;0;;;
EDPC;10,35;;;EDPC_108;2;0;0;0;;;
EDPC;13,8;;;EDPC_108;2;0;0;0;;;
EDPC;17,25;;;EDPC_108;2;0;0;0;;;
EDPC;20,7;;;EDPC_108;2;0;0;0;;;
EDPC;3,45;;;EDPC_109;2;0,3451;0,1879980295;0,11683401625;;;
EDPC;4,6;;;EDPC_109;2;0,4342;0,188102236;0,1168861195;;;
EDPC;5,75;;;EDPC_109;2;0,5124;0,188102236;0,1168861195;;;
EDPC;6,9;;;EDPC_109;2;0,5927;0,18805013275;0,1168861195;;;
EDPC;10,35;;;EDPC_109;2;0,8133;0,18805013275;0,1168861195;;;
EDPC;13,8;;;EDPC_109;2;1,0515;0,1877896165;0,11641719025;;;
EDPC;17,25;;;EDPC_109;2;1,2779;0,179861881875;0,10978914225;;;
EDPC;20,7;;;EDPC_109;2;1,5386;0,179861881875;0,10978914225;;;
EDPC;3,45;;;EDPC_11;2;0,4439;0,1921;0,1161;;;
EDPC;4,6;;;EDPC_11;2;0,5721;0,1921;0,1161;;;
EDPC;5,75;;;EDPC_11;2;0,6765;0,1921;0,1161;;;
EDPC;6,9;;;EDPC_11;2;0,7708;0,1921;0,1161;;;
EDPC;10,35;;;EDPC_11;2;1,1052;0,1921;0,1161;;;
EDPC;13,8;;;EDPC_11;2;1,3402;0,1921;0,1161;;;
EDPC;17,25;;;EDPC_11;2;1,7391;0,1921;0,1161;;;
EDPC;20,7;;;EDPC_11;2;2,1302;0,1921;0,1161;;;
EDPC;3,45;;;EDPC_110;2;0,341649;0,2242386135;0,13935623625;;;
EDPC;4,6;;;EDPC_110;2;0,429858;0,224362908;0,1394183835;;;
EDPC;5,75;;;EDPC_110;2;0,507276;0,224362908;0,1394183835;;;
EDPC;6,9;;;EDPC_110;2;0,586773;0,22430076075;0,1394183835;;;
EDPC;10,35;;;EDPC_110;2;0,805167;0,22430076075;0,1394183835;;;
EDPC;13,8;;;EDPC_110;2;1,040985;0,2239900245;0,13885905825;;;
EDPC;17,25;;;EDPC_110;2;1,265121;0,214534051875;0,13095331425;;;
EDPC;20,7;;;EDPC_110;2;1,523214;0,214534051875;0,13095331425;;;
EDPC;3,45;;;EDPC_12;2;0,4173;0,1806;0,1091;;;
EDPC;4,6;;;EDPC_12;2;0,5378;0,1806;0,1091;;;
EDPC;5,75;;;EDPC_12;2;0,6359;0,1806;0,1091;;;
EDPC;6,9;;;EDPC_12;2;0,7246;0,1806;0,1091;;;
EDPC;10,35;;;EDPC_12;2;1,0389;0,1806;0,1091;;;
EDPC;13,8;;;EDPC_12;2;1,2598;0,1806;0,1091;;;
EDPC;17,25;;;EDPC_12;2;1,6348;0,1806;0,1091;;;
EDPC;20,7;;;EDPC_12;2;2,0024;0,1806;0,1091;;;
EDPC;3,45;;;EDPC_13;2;0,4261;0,1844;0,1115;;;
EDPC;4,6;;;EDPC_13;2;0,5492;0,1844;0,1115;;;
EDPC;5,75;;;EDPC_13;2;0,6494;0,1844;0,1115;;;
EDPC;6,9;;;EDPC_13;2;0,74;0,1844;0,1115;;;
EDPC;10,35;;;EDPC_13;2;1,061;0,1844;0,1115;;;
EDPC;13,8;;;EDPC_13;2;1,2866;0,1844;0,1115;;;
EDPC;17,25;;;EDPC_13;2;1,6695;0,1844;0,1115;;;
EDPC;20,7;;;EDPC_13;2;2,045;0,1844;0,1115;;;
EDPC;3,45;;;EDPC_133;2;0;0;0;;;
EDPC;4,6;;;EDPC_133;2;0;0;0;;;
EDPC;5,75;;;EDPC_133;2;0;0;0;;;
EDPC;6,9;;;EDPC_133;2;0;0;0;;;
EDPC;10,35;;;EDPC_133;2;0;0;0;;;
EDPC;13,8;;;EDPC_133;2;0;0;0;;;
EDPC;17,25;;;EDPC_133;2;0;0;0;;;
EDPC;20,7;;;EDPC_133;2;0;0;0;;;
EDPC;3,45;;;EDPC_134;2;0,324394;0,129105;0,080256;;;
EDPC;4,6;;;EDPC_134;2;0,408148;0,129162;0,080256;;;
EDPC;5,75;;;EDPC_134;2;0,481656;0,129162;0,080256;;;
EDPC;6,9;;;EDPC_134;2;0,557138;0,129162;0,080256;;;
EDPC;10,35;;;EDPC_134;2;0,764502;0,129162;0,080256;;;
EDPC;13,8;;;EDPC_134;2;0,98841;0,128991;0,079971;;;
EDPC;17,25;;;EDPC_134;2;1,201226;0,123519;0,075411;;;
EDPC;20,7;;;EDPC_134;2;1,446284;0,123519;0,075411;;;
EDPC;3,45;;;EDPC_135;2;0,324394;0,174405;0,108416;;;
EDPC;4,6;;;EDPC_135;2;0,408148;0,174482;0,108416;;;
EDPC;5,75;;;EDPC_135;2;0,481656;0,174482;0,108416;;;
EDPC;6,9;;;EDPC_135;2;0,557138;0,174482;0,108416;;;
EDPC;10,35;;;EDPC_135;2;0,764502;0,174482;0,108416;;;
EDPC;13,8;;;EDPC_135;2;0,98841;0,174251;0,108031;;;
EDPC;17,25;;;EDPC_135;2;1,201226;0,166859;0,101871;;;
EDPC;20,7;;;EDPC_135;2;1,446284;0,166859;0,101871;;;
EDPC;3,45;;;EDPC_136;2;0,3995;0,1729;0,1045;;;
EDPC;4,6;;;EDPC_136;2;0,5149;0,1729;0,1045;;;
EDPC;5,75;;;EDPC_136;2;0,6089;0,1729;0,1045;;;
EDPC;6,9;;;EDPC_136;2;0,6937;0,1729;0,1045;;;
EDPC;10,35;;;EDPC_136;2;0,9947;0,1729;0,1045;;;
EDPC;13,8;;;EDPC_136;2;1,2062;0,1729;0,1045;;;
EDPC;17,25;;;EDPC_136;2;1,5652;0,1729;0,1045;;;
EDPC;20,7;;;EDPC_136;2;1,9172;0,1729;0,1045;;;
EDPC;3,45;;;EDPC_138;2;0,324394;0,1744078105;0,10838818375;;;
EDPC;4,6;;;EDPC_138;2;0,408148;0,174504484;0,1084365205;;;
EDPC;5,75;;;EDPC_138;2;0,481656;0,174504484;0,1084365205;;;
EDPC;6,9;;;EDPC_138;2;0,557138;0,17445614725;0,1084365205;;;
EDPC;10,35;;;EDPC_138;2;0,764502;0,17445614725;0,1084365205;;;
EDPC;13,8;;;EDPC_138;2;0,98841;0,1742144635;0,10800148975;;;
EDPC;17,25;;;EDPC_138;2;1,201226;0,166859818125;0,10185257775;;;
EDPC;20,7;;;EDPC_138;2;1,446284;0,166859818125;0,10185257775;;;
EDPC;3,45;;;EDPC_139;2;0,317492;0,1698777375;0,10557290625;;;
EDPC;4,6;;;EDPC_139;2;0,399464;0,1699719;0,1056199875;;;
EDPC;5,75;;;EDPC_139;2;0,471408;0,1699719;0,1056199875;;;
EDPC;6,9;;;EDPC_139;2;0,545284;0,16992481875;0,1056199875;;;
EDPC;10,35;;;EDPC_139;2;0,748236;0,16992481875;0,1056199875;;;
EDPC;13,8;;;EDPC_139;2;0,96738;0,1696894125;0,10519625625;;;
EDPC;17,25;;;EDPC_139;2;1,175668;0,162525796875;0,09920705625;;;
EDPC;20,7;;;EDPC_139;2;1,415512;0,162525796875;0,09920705625;;;
EDPC;3,45;;;EDPC_14;2;0,4084;0,1767;0,1068;;;
EDPC;4,6;;;EDPC_14;2;0,5263;0,1767;0,1068;;;
EDPC;5,75;;;EDPC_14;2;0,6224;0,1767;0,1068;;;
EDPC;6,9;;;EDPC_14;2;0,7091;0,1767;0,1068;;;
EDPC;10,35;;;EDPC_14;2;1,0168;0,1767;0,1068;;;
EDPC;13,8;;;EDPC_14;2;1,233;0,1767;0,1068;;;
EDPC;17,25;;;EDPC_14;2;1,6;0,1767;0,1068;;;
EDPC;20,7;;;EDPC_14;2;1,9598;0,1767;0,1068;;;
EDPC;3,45;;;EDPC_140;2;0,338198;0,183465;0,114048;;;
EDPC;4,6;;;EDPC_140;2;0,425516;0,183546;0,114048;;;
EDPC;5,75;;;EDPC_140;2;0,502152;0,183546;0,114048;;;
EDPC;6,9;;;EDPC_140;2;0,580846;0,183546;0,114048;;;
EDPC;10,35;;;EDPC_140;2;0,797034;0,183546;0,114048;;;
EDPC;13,8;;;EDPC_140;2;1,03047;0,183303;0,113643;;;
EDPC;17,25;;;EDPC_140;2;1,252342;0,175527;0,107163;;;
EDPC;20,7;;;EDPC_140;2;1,507828;0,175527;0,107163;;;
EDPC;3,45;;;EDPC_141;2;0,317492;0,124575;0,07744;;;
EDPC;4,6;;;EDPC_141;2;0,399464;0,12463;0,07744;;;
EDPC;5,75;;;EDPC_141;2;0,471408;0,12463;0,07744;;;
EDPC;6,9;;;EDPC_141;2;0,545284;0,12463;0,07744;;;
EDPC;10,35;;;EDPC_141;2;0,748236;0,12463;0,07744;;;
EDPC;13,8;;;EDPC_141;2;0,96738;0,124465;0,077165;;;
EDPC;17,25;;;EDPC_141;2;1,175668;0,119185;0,072765;;;
EDPC;20,7;;;EDPC_141;2;1,415512;0,119185;0,072765;;;
EDPC;3,45;;;EDPC_142;2;0,317492;0,169875;0,1056;;;
EDPC;4,6;;;EDPC_142;2;0,399464;0,16995;0,1056;;;
EDPC;5,75;;;EDPC_142;2;0,471408;0,16995;0,1056;;;
EDPC;6,9;;;EDPC_142;2;0,545284;0,16995;0,1056;;;
EDPC;10,35;;;EDPC_142;2;0,748236;0,16995;0,1056;;;
EDPC;13,8;;;EDPC_142;2;0,96738;0,169725;0,105225;;;
EDPC;17,25;;;EDPC_142;2;1,175668;0,162525;0,099225;;;
EDPC;20,7;;;EDPC_142;2;1,415512;0,162525;0,099225;;;
EDPC;3,45;;;EDPC_143;2;0;0;0;;;
EDPC;4,6;;;EDPC_143;2;0;0;0;;;
EDPC;5,75;;;EDPC_143;2;0;0;0;;;
EDPC;6,9;;;EDPC_143;2;0;0;0;;;
EDPC;10,35;;;EDPC_143;2;0;0;0;;;
EDPC;13,8;;;EDPC_143;2;0;0;0;;;
EDPC;17,25;;;EDPC_143;2;0;0;0;;;
EDPC;20,7;;;EDPC_143;2;0;0;0;;;
EDPC;3,45;;;EDPC_144;2;0,4217;0,1825;0,1103;;;
EDPC;4,6;;;EDPC_144;2;0,5435;0,1825;0,1103;;;
EDPC;5,75;;;EDPC_144;2;0,6427;0,1825;0,1103;;;
EDPC;6,9;;;EDPC_144;2;0,7323;0,1825;0,1103;;;
EDPC;10,35;;;EDPC_144;2;1,0499;0,1825;0,1103;;;
EDPC;13,8;;;EDPC_144;2;1,2732;0,1825;0,1103;;;
EDPC;17,25;;;EDPC_144;2;1,6521;0,1825;0,1103;;;
EDPC;20,7;;;EDPC_144;2;2,0237;0,1825;0,1103;;;
EDPC;3,45;;;EDPC_145;2;0,435;0,1883;0,0929;;;
EDPC;4,6;;;EDPC_145;2;0,5607;0,1883;0,0929;;;
EDPC;5,75;;;EDPC_145;2;0,663;0,1883;0,0929;;;
EDPC;6,9;;;EDPC_145;2;0,7554;0,1883;0,0929;;;
EDPC;10,35;;;EDPC_145;2;1,0831;0,1883;0,0929;;;
EDPC;13,8;;;EDPC_145;2;1,3134;0,1883;0,0929;;;
EDPC;17,25;;;EDPC_145;2;1,7043;0,1883;0,0929;;;
EDPC;20,7;;;EDPC_145;2;2,0876;0,1883;0,0929;;;
EDPC;3,45;;;EDPC_146;2;0,4217;0,1825;0,1103;;;
EDPC;4,6;;;EDPC_146;2;0,5435;0,1825;0,1103;;;
EDPC;5,75;;;EDPC_146;2;0,6427;0,1825;0,1103;;;
EDPC;6,9;;;EDPC_146;2;0,7323;0,1825;0,1103;;;
EDPC;10,35;;;EDPC_146;2;1,0499;0,1825;0,1103;;;
EDPC;13,8;;;EDPC_146;2;1,2732;0,1825;0,1103;;;
EDPC;17,25;;;EDPC_146;2;1,6521;0,1825;0,1103;;;
EDPC;20,7;;;EDPC_146;2;2,0237;0,1825;0,1103;;;
EDPC;3,45;;;EDPC_147;2;0,3995;0,1729;0,1045;;;
EDPC;4,6;;;EDPC_147;2;0,5149;0,1729;0,1045;;;
