COM;Pot_Cont;Escalao;ORD;COD_Proposta;Contagem;TF;TV|TVFV|TVP;TVV|TVC;TVVz;TFGN;TVGN
CURREN;;2;REN;CUR;;;;;;0,1298;0,0601
CURREN;;3;REN;CUR;;;;;;0,1643;0,0571
CURREN;;4;REN;CUR;;;;;;0,2068;0,0559
CURSET;;1;SET;CUR;;;;;;0,0897;0,0647
CURSET;;2;SET;CUR;;;;;;0,1298;0,0601
CURSET;;3;SET;CUR;;;;;;0,1643;0,0571
CURSET;;4;SET;CUR;;;;;;0,2068;0,0559
CURTAG;;1;TAG;CUR;;;;;;0,0897;0,0647
CURTAG;;2;TAG;CUR;;;;;;0,1298;0,0601
CURTAG;;3;TAG;CUR;;;;;;0,1643;0,0571
CURTAG;;4;TAG;CUR;;;;;;0,2068;0,0559
ACCIONA;1,15;1;;ACCIONA_01;1;0,1757;0,175535065396;;;;
ACCIONA;2,3;2;;ACCIONA_01;1;0,2564;0,175535065396;;;;
ACCIONA;3,45;3;;ACCIONA_01;1;0,3106;0,175535065396;;;;
ACCIONA;4,6;4;;ACCIONA_01;1;0,4082;0,175535065396;;;;
ACCIONA;5,75;;;ACCIONA_01;1;0,4986;0,175535065396;;;;
ACCIONA;6,9;;;ACCIONA_01;1;0,5799;0,175535065396;;;;
ACCIONA;10,35;;;ACCIONA_01;1;0,8073;0,175535065396;;;;
ACCIONA;13,8;;;ACCIONA_01;1;1,0201;0,175535065396;;;;
ACCIONA;17,25;;;ACCIONA_01;1;1,2241;0,175535065396;;;;
ACCIONA;20,7;;;ACCIONA_01;1;1,4696;0,175535065396;;;;
ACCIONA;1,15;1;;ACCIONA_02;1;0,1757;0,220696626;;;;
ACCIONA;2,3;2;;ACCIONA_02;1;0,2564;0,220696626;;;;
ACCIONA;3,45;3;;ACCIONA_02;1;0,3106;0,220696626;;;;
ACCIONA;4,6;4;;ACCIONA_02;1;0,4082;0,220696626;;;;
ACCIONA;5,75;;;ACCIONA_02;1;0,4986;0,220696626;;;;
ACCIONA;6,9;;;ACCIONA_02;1;0,5799;0,220696626;;;;
ACCIONA;10,35;;;ACCIONA_02;1;0,8073;0,220696626;;;;
ACCIONA;13,8;;;ACCIONA_02;1;1,0201;0,220696626;;;;
ACCIONA;17,25;;;ACCIONA_02;1;1,2241;0,220696626;;;;
ACCIONA;20,7;;;ACCIONA_02;1;1,4696;0,220696626;;;;
ACCIONA;1,15;;;ACCIONA_01;2;0,1757;0,1993451149216;0,1293005947144;;;
ACCIONA;2,3;;;ACCIONA_01;2;0,2564;0,1993451149216;0,1293005947144;;;
ACCIONA;3,45;;;ACCIONA_01;2;0,3106;0,1993451149216;0,1293005947144;;;
ACCIONA;4,6;;;ACCIONA_01;2;0,4082;0,1993451149216;0,1293005947144;;;
ACCIONA;5,75;;;ACCIONA_01;2;0,4986;0,1993451149216;0,1293005947144;;;
ACCIONA;6,9;;;ACCIONA_01;2;0,5799;0,1993451149216;0,1293005947144;;;
ACCIONA;10,35;;;ACCIONA_01;2;0,8073;0,1993451149216;0,1293005947144;;;
ACCIONA;13,8;;;ACCIONA_01;2;1,0201;0,1993451149216;0,1293005947144;;;
ACCIONA;17,25;;;ACCIONA_01;2;1,2241;0,1993451149216;0,1293005947144;;;
ACCIONA;20,7;;;ACCIONA_01;2;1,4696;0,1993451149216;0,1293005947144;;;
ACCIONA;1,15;;;ACCIONA_02;2;0,1757;0,173515106;0,247003082;;;
ACCIONA;2,3;;;ACCIONA_02;2;0,2564;0,173515106;0,247003082;;;
ACCIONA;3,45;;;ACCIONA_02;2;0,3106;0,173515106;0,247003082;;;
ACCIONA;4,6;;;ACCIONA_02;2;0,4082;0,173515106;0,247003082;;;
ACCIONA;5,75;;;ACCIONA_02;2;0,4986;0,173515106;0,247003082;;;
ACCIONA;6,9;;;ACCIONA_02;2;0,5799;0,173515106;0,247003082;;;
ACCIONA;10,35;;;ACCIONA_02;2;0,8073;0,173515106;0,247003082;;;
ACCIONA;13,8;;;ACCIONA_02;2;1,0201;0,173515106;0,247003082;;;
ACCIONA;17,25;;;ACCIONA_02;2;1,2241;0,173515106;0,247003082;;;
ACCIONA;20,7;;;ACCIONA_02;2;1,4696;0,173515106;0,247003082;;;
ACCIONA;1,15;;;ACCIONA_01;3;0,1757;0,3638872681376;0,1548882536352;0,1293005947144;;
ACCIONA;2,3;;;ACCIONA_01;3;0,2564;0,3638872681376;0,1548882536352;0,1293005947144;;
ACCIONA;3,45;;;ACCIONA_01;3;0,3106;0,3638872681376;0,1548882536352;0,1293005947144;;
ACCIONA;4,6;;;ACCIONA_01;3;0,4082;0,3638872681376;0,1548882536352;0,1293005947144;;
ACCIONA;5,75;;;ACCIONA_01;3;0,4986;0,3638872681376;0,1548882536352;0,1293005947144;;
ACCIONA;6,9;;;ACCIONA_01;3;0,5799;0,3638872681376;0,1548882536352;0,1293005947144;;
ACCIONA;10,35;;;ACCIONA_01;3;0,8073;0,3638872681376;0,1548882536352;0,1293005947144;;
ACCIONA;13,8;;;ACCIONA_01;3;1,0201;0,3638872681376;0,1548882536352;0,1293005947144;;
ACCIONA;17,25;;;ACCIONA_01;3;1,2241;0,3638872681376;0,1548882536352;0,1293005947144;;
ACCIONA;20,7;;;ACCIONA_01;3;1,4696;0,3638872681376;0,1548882536352;0,1293005947144;;
ACCIONA;27,6;;;ACCIONA_01;3;1,8501;0,3637872681376;0,1668882536352;0,1285005947144;;
ACCIONA;34,5;;;ACCIONA_01;3;2,3072;0,3637872681376;0,1668882536352;0,1285005947144;;
ACCIONA;41,4;;;ACCIONA_01;3;2,7693;0,3637872681376;0,1668882536352;0,1285005947144;;
ACCIONA;1,15;;;ACCIONA_02;3;0,1757;0,418750028;0,192003321;0,178903082;;
ACCIONA;2,3;;;ACCIONA_02;3;0,2564;0,418750028;0,192003321;0,178903082;;
ACCIONA;3,45;;;ACCIONA_02;3;0,3106;0,418750028;0,192003321;0,178903082;;
ACCIONA;4,6;;;ACCIONA_02;3;0,4082;0,418750028;0,192003321;0,178903082;;
ACCIONA;5,75;;;ACCIONA_02;3;0,4986;0,418750028;0,192003321;0,178903082;;
ACCIONA;6,9;;;ACCIONA_02;3;0,5799;0,418750028;0,192003321;0,178903082;;
ACCIONA;10,35;;;ACCIONA_02;3;0,8073;0,418750028;0,192003321;0,178903082;;
ACCIONA;13,8;;;ACCIONA_02;3;1,0201;0,418750028;0,192003321;0,178903082;;
ACCIONA;17,25;;;ACCIONA_02;3;1,2241;0,418750028;0,192003321;0,178903082;;
ACCIONA;20,7;;;ACCIONA_02;3;1,4696;0,418750028;0,192003321;0,178903082;;
ACCIONA;27,6;;;ACCIONA_02;3;1,8501;0,418650028;0,204003321;0,178103082;;
ACCIONA;34,5;;;ACCIONA_02;3;2,3072;0,418650028;0,204003321;0,178103082;;
ACCIONA;41,4;;;ACCIONA_02;3;2,7693;0,418650028;0,204003321;0,178103082;;
ALFAENERGIA;1,15;1;;ALFAENERGIA_01;1;0,2038;0,166815432;;;;
ALFAENERGIA;2,3;2;;ALFAENERGIA_01;1;0,3008;0,166815432;;;;
ALFAENERGIA;3,45;3;;ALFAENERGIA_01;1;0,4142;0,166815432;;;;
ALFAENERGIA;4,6;4;;ALFAENERGIA_01;1;0,518;0,166815432;;;;
ALFAENERGIA;5,75;;;ALFAENERGIA_01;1;0,6095;0,166815432;;;;
ALFAENERGIA;6,9;;;ALFAENERGIA_01;1;0,7393;0,166815432;;;;
ALFAENERGIA;10,35;;;ALFAENERGIA_01;1;1,0042;0,166815432;;;;
ALFAENERGIA;13,8;;;ALFAENERGIA_01;1;1,2718;0,166815432;;;;
ALFAENERGIA;17,25;;;ALFAENERGIA_01;1;1,5367;0,166815432;;;;
ALFAENERGIA;20,7;;;ALFAENERGIA_01;1;1,8399;0,166815432;;;;
ALFAENERGIA;1,15;1;;ALFAENERGIA_02;1;0,2038;0,166815432;;;;
ALFAENERGIA;2,3;2;;ALFAENERGIA_02;1;0,3008;0,166815432;;;;
ALFAENERGIA;3,45;3;;ALFAENERGIA_02;1;0,4142;0,166815432;;;;
ALFAENERGIA;4,6;4;;ALFAENERGIA_02;1;0,518;0,166815432;;;;
ALFAENERGIA;5,75;;;ALFAENERGIA_02;1;0,6095;0,166815432;;;;
ALFAENERGIA;6,9;;;ALFAENERGIA_02;1;0,7393;0,166815432;;;;
ALFAENERGIA;10,35;;;ALFAENERGIA_02;1;1,0042;0,166815432;;;;
ALFAENERGIA;13,8;;;ALFAENERGIA_02;1;1,2718;0,166815432;;;;
ALFAENERGIA;17,25;;;ALFAENERGIA_02;1;1,5367;0,166815432;;;;
ALFAENERGIA;20,7;;;ALFAENERGIA_02;1;1,8399;0,166815432;;;;
ALFAENERGIA;1,15;1;;ALFAENERGIA_03;1;0,2038;0,168;;;;
ALFAENERGIA;2,3;2;;ALFAENERGIA_03;1;0,3008;0,168;;;;
ALFAENERGIA;3,45;3;;ALFAENERGIA_03;1;0,4142;0,168;;;;
ALFAENERGIA;4,6;4;;ALFAENERGIA_03;1;0,518;0,168;;;;
ALFAENERGIA;5,75;;;ALFAENERGIA_03;1;0,6095;0,168;;;;
ALFAENERGIA;6,9;;;ALFAENERGIA_03;1;0,7393;0,168;;;;
ALFAENERGIA;10,35;;;ALFAENERGIA_03;1;1,0042;0,168;;;;
ALFAENERGIA;13,8;;;ALFAENERGIA_03;1;1,2718;0,168;;;;
ALFAENERGIA;17,25;;;ALFAENERGIA_03;1;1,5367;0,168;;;;
ALFAENERGIA;20,7;;;ALFAENERGIA_03;1;1,8399;0,168;;;;
ALFAENERGIA;1,15;1;;ALFAENERGIA_04;1;;;;;0,128344444444444;0,112130116683247
ALFAENERGIA;2,3;2;;ALFAENERGIA_04;1;;;;;0,241566666666667;0,106514561127691
ALFAENERGIA;3,45;3;;ALFAENERGIA_04;1;;;;;0,374788888888889;0,103262338905469
ALFAENERGIA;4,6;4;;ALFAENERGIA_04;1;;;;;0,568944444444444;0,101848561127691
ALFAENERGIA;1,15;;;ALFAENERGIA_01;2;0,2038;0,189815432;0,121715432;;;
ALFAENERGIA;2,3;;;ALFAENERGIA_01;2;0,3008;0,189815432;0,121715432;;;
ALFAENERGIA;3,45;;;ALFAENERGIA_01;2;0,4142;0,189815432;0,121715432;;;
ALFAENERGIA;4,6;;;ALFAENERGIA_01;2;0,518;0,189815432;0,121715432;;;
ALFAENERGIA;5,75;;;ALFAENERGIA_01;2;0,6095;0,189815432;0,121715432;;;
ALFAENERGIA;6,9;;;ALFAENERGIA_01;2;0,7393;0,189815432;0,121715432;;;
ALFAENERGIA;10,35;;;ALFAENERGIA_01;2;1,0042;0,189815432;0,121715432;;;
ALFAENERGIA;13,8;;;ALFAENERGIA_01;2;1,2718;0,189815432;0,121715432;;;
ALFAENERGIA;17,25;;;ALFAENERGIA_01;2;1,5367;0,189815432;0,121715432;;;
ALFAENERGIA;20,7;;;ALFAENERGIA_01;2;1,8399;0,189815432;0,121715432;;;
ALFAENERGIA;1,15;;;ALFAENERGIA_02;2;0,2038;0,189815432;0,121715432;;;
ALFAENERGIA;2,3;;;ALFAENERGIA_02;2;0,3008;0,189815432;0,121715432;;;
ALFAENERGIA;3,45;;;ALFAENERGIA_02;2;0,4142;0,189815432;0,121715432;;;
ALFAENERGIA;4,6;;;ALFAENERGIA_02;2;0,518;0,189815432;0,121715432;;;
ALFAENERGIA;5,75;;;ALFAENERGIA_02;2;0,6095;0,189815432;0,121715432;;;
ALFAENERGIA;6,9;;;ALFAENERGIA_02;2;0,7393;0,189815432;0,121715432;;;
ALFAENERGIA;10,35;;;ALFAENERGIA_02;2;1,0042;0,189815432;0,121715432;;;
ALFAENERGIA;13,8;;;ALFAENERGIA_02;2;1,2718;0,189815432;0,121715432;;;
ALFAENERGIA;17,25;;;ALFAENERGIA_02;2;1,5367;0,189815432;0,121715432;;;
ALFAENERGIA;20,7;;;ALFAENERGIA_02;2;1,8399;0,189815432;0,121715432;;;
ALFAENERGIA;3,45;;;ALFAENERGIA_03;2;0,4142;0,191;0,1229;;;
ALFAENERGIA;4,6;;;ALFAENERGIA_03;2;0,518;0,191;0,1229;;;
ALFAENERGIA;5,75;;;ALFAENERGIA_03;2;0,6095;0,191;0,1229;;;
ALFAENERGIA;6,9;;;ALFAENERGIA_03;2;0,7393;0,191;0,1229;;;
ALFAENERGIA;10,35;;;ALFAENERGIA_03;2;1,0042;0,191;0,1229;;;
ALFAENERGIA;13,8;;;ALFAENERGIA_03;2;1,2718;0,191;0,1229;;;
ALFAENERGIA;17,25;;;ALFAENERGIA_03;2;1,5367;0,191;0,1229;;;
ALFAENERGIA;20,7;;;ALFAENERGIA_03;2;1,8399;0,191;0,1229;;;
ALFAENERGIA;1,15;;;ALFAENERGIA_01;3;0,2038;0,353715432;0,145615432;0,121715432;;
ALFAENERGIA;2,3;;;ALFAENERGIA_01;3;0,3008;0,353715432;0,145615432;0,121715432;;
ALFAENERGIA;3,45;;;ALFAENERGIA_01;3;0,4142;0,353715432;0,145615432;0,121715432;;
ALFAENERGIA;4,6;;;ALFAENERGIA_01;3;0,518;0,353715432;0,145615432;0,121715432;;
ALFAENERGIA;5,75;;;ALFAENERGIA_01;3;0,6095;0,353715432;0,145615432;0,121715432;;
ALFAENERGIA;6,9;;;ALFAENERGIA_01;3;0,7393;0,353715432;0,145615432;0,121715432;;
ALFAENERGIA;10,35;;;ALFAENERGIA_01;3;1,0042;0,353715432;0,145615432;0,121715432;;
ALFAENERGIA;13,8;;;ALFAENERGIA_01;3;1,2718;0,353715432;0,145615432;0,121715432;;
ALFAENERGIA;17,25;;;ALFAENERGIA_01;3;1,5367;0,353715432;0,145615432;0,121715432;;
ALFAENERGIA;20,7;;;ALFAENERGIA_01;3;1,8399;0,353715432;0,145615432;0,121715432;;
ALFAENERGIA;27,6;;;ALFAENERGIA_01;3;2,3967;0,353615432;0,157615432;0,120915432;;
ALFAENERGIA;34,5;;;ALFAENERGIA_01;3;2,9086;0,353615432;0,157615432;0,120915432;;
ALFAENERGIA;41,4;;;ALFAENERGIA_01;3;3,4204;0,353615432;0,157615432;0,120915432;;
ALFAENERGIA;1,15;;;ALFAENERGIA_02;3;0,2038;0,353715432;0,145615432;0,121715432;;
ALFAENERGIA;2,3;;;ALFAENERGIA_02;3;0,3008;0,353715432;0,145615432;0,121715432;;
ALFAENERGIA;3,45;;;ALFAENERGIA_02;3;0,4142;0,353715432;0,145615432;0,121715432;;
ALFAENERGIA;4,6;;;ALFAENERGIA_02;3;0,518;0,353715432;0,145615432;0,121715432;;
ALFAENERGIA;5,75;;;ALFAENERGIA_02;3;0,6095;0,353715432;0,145615432;0,121715432;;
ALFAENERGIA;6,9;;;ALFAENERGIA_02;3;0,7393;0,353715432;0,145615432;0,121715432;;
ALFAENERGIA;10,35;;;ALFAENERGIA_02;3;1,0042;0,353715432;0,145615432;0,121715432;;
ALFAENERGIA;13,8;;;ALFAENERGIA_02;3;1,2718;0,353715432;0,145615432;0,121715432;;
ALFAENERGIA;17,25;;;ALFAENERGIA_02;3;1,5367;0,353715432;0,145615432;0,121715432;;
ALFAENERGIA;20,7;;;ALFAENERGIA_02;3;1,8399;0,353715432;0,145615432;0,121715432;;
ALFAENERGIA;27,6;;;ALFAENERGIA_02;3;2,3967;0,353615432;0,157615432;0,120915432;;
ALFAENERGIA;34,5;;;ALFAENERGIA_02;3;2,9086;0,353615432;0,157615432;0,120915432;;
ALFAENERGIA;41,4;;;ALFAENERGIA_02;3;3,4204;0,353615432;0,157615432;0,120915432;;
ALFAENERGIA;3,45;;;ALFAENERGIA_03;3;0,4142;0,3549;0,1468;0,1229;;
ALFAENERGIA;4,6;;;ALFAENERGIA_03;3;0,518;0,3549;0,1468;0,1229;;
ALFAENERGIA;5,75;;;ALFAENERGIA_03;3;0,6095;0,3549;0,1468;0,1229;;
ALFAENERGIA;6,9;;;ALFAENERGIA_03;3;0,7393;0,3549;0,1468;0,1229;;
ALFAENERGIA;10,35;;;ALFAENERGIA_03;3;1,0042;0,3549;0,1468;0,1229;;
ALFAENERGIA;13,8;;;ALFAENERGIA_03;3;1,2718;0,3549;0,1468;0,1229;;
ALFAENERGIA;17,25;;;ALFAENERGIA_03;3;1,5367;0,3549;0,1468;0,1229;;
ALFAENERGIA;20,7;;;ALFAENERGIA_03;3;1,8399;0,3549;0,1468;0,1229;;
ALFAENERGIA;27,6;;;ALFAENERGIA_03;3;2,3967;0,3548;0,1588;0,1221;;
ALFAENERGIA;34,5;;;ALFAENERGIA_03;3;2,9086;0,3548;0,1588;0,1221;;
ALFAENERGIA;41,4;;;ALFAENERGIA_03;3;3,4204;0,3548;0,1588;0,1221;;
AUDAX;1,15;1;;AUDAX_01;1;0,348790410958904;0,152692697618254;;;;
AUDAX;2,3;2;;AUDAX_01;1;0,401690410958904;0,152692697618254;;;;
AUDAX;3,45;3;;AUDAX_01;1;0,454590410958904;0,152692697618254;;;;
AUDAX;4,6;4;;AUDAX_01;1;0,507490410958904;0,152692697618254;;;;
AUDAX;5,75;;;AUDAX_01;1;0,560390410958904;0,152692697618254;;;;
AUDAX;6,9;;;AUDAX_01;1;0,613290410958904;0,152692697618254;;;;
AUDAX;10,35;;;AUDAX_01;1;0,870620547945205;0,152692697618254;;;;
AUDAX;13,8;;;AUDAX_01;1;1,02932054794521;0,152692697618254;;;;
AUDAX;17,25;;;AUDAX_01;1;1,18802054794521;0,152692697618254;;;;
AUDAX;20,7;;;AUDAX_01;1;1,34672054794521;0,152692697618254;;;;
AUDAX;1,15;1;;AUDAX_02;1;0,2173;0,1634;;;;
AUDAX;2,3;2;;AUDAX_02;1;0,2702;0,1634;;;;
AUDAX;3,45;3;;AUDAX_02;1;0,3231;0,1634;;;;
AUDAX;4,6;4;;AUDAX_02;1;0,376;0,1634;;;;
AUDAX;5,75;;;AUDAX_02;1;0,4289;0,1634;;;;
AUDAX;6,9;;;AUDAX_02;1;0,4818;0,1634;;;;
AUDAX;10,35;;;AUDAX_02;1;0,6405;0,1634;;;;
AUDAX;13,8;;;AUDAX_02;1;0,7992;0,1634;;;;
AUDAX;17,25;;;AUDAX_02;1;0,9579;0,1634;;;;
AUDAX;20,7;;;AUDAX_02;1;1,1166;0,1634;;;;
AUDAX;1,15;1;;AUDAX_03;1;;;;;0,3156;0,1195
AUDAX;2,3;2;;AUDAX_03;1;;;;;0,383;0,1074
AUDAX;3,45;3;;AUDAX_03;1;;;;;0,4494;0,0975
AUDAX;4,6;4;;AUDAX_03;1;;;;;0,5031;0,0932
AUDAX;1,15;1;;AUDAX_04;1;;;;;0,1816125;0,115598339160305
AUDAX;2,3;2;;AUDAX_04;1;;;;;0,22131875;0,103506339160305
AUDAX;3,45;3;;AUDAX_04;1;;;;;0,26670625;0,093557339160305
AUDAX;4,6;4;;AUDAX_04;1;;;;;0,300379105086452;0,092275339160305
AUDAX;1,15;1;;AUDAX_05;1;0,3159;0,1744;;;;
AUDAX;2,3;2;;AUDAX_05;1;0,3688;0,1744;;;;
AUDAX;3,45;3;;AUDAX_05;1;0,4217;0,1744;;;;
AUDAX;4,6;4;;AUDAX_05;1;0,4746;0,1744;;;;
AUDAX;5,75;;;AUDAX_05;1;0,5275;0,1744;;;;
AUDAX;6,9;;;AUDAX_05;1;0,5804;0,1744;;;;
AUDAX;10,35;;;AUDAX_05;1;0,7391;0,1744;;;;
AUDAX;13,8;;;AUDAX_05;1;0,8978;0,1744;;;;
AUDAX;17,25;;;AUDAX_05;1;1,0565;0,1744;;;;
AUDAX;20,7;;;AUDAX_05;1;1,2152;0,1744;;;;
AUDAX;1,15;1;;AUDAX_06;1;0,4803;0,1594;;;;
AUDAX;2,3;2;;AUDAX_06;1;0,5332;0,1594;;;;
AUDAX;3,45;3;;AUDAX_06;1;0,619;0,1594;;;;
AUDAX;4,6;4;;AUDAX_06;1;0,6719;0,1594;;;;
AUDAX;5,75;;;AUDAX_06;1;0,7412;0,1594;;;;
AUDAX;6,9;;;AUDAX_06;1;0,9092;0,1594;;;;
AUDAX;10,35;;;AUDAX_06;1;1,298;0,1594;;;;
AUDAX;13,8;;;AUDAX_06;1;1,4567;0,1594;;;;
AUDAX;17,25;;;AUDAX_06;1;1,7798;0,1594;;;;
AUDAX;20,7;;;AUDAX_06;1;1,9835;0,1594;;;;
AUDAX;1,15;1;;AUDAX_07;1;0,3159;0,1719;;;;
AUDAX;2,3;2;;AUDAX_07;1;0,3688;0,1719;;;;
AUDAX;3,45;3;;AUDAX_07;1;0,4217;0,1719;;;;
AUDAX;4,6;4;;AUDAX_07;1;0,4746;0,1719;;;;
AUDAX;5,75;;;AUDAX_07;1;0,5275;0,1719;;;;
AUDAX;6,9;;;AUDAX_07;1;0,5804;0,1719;;;;
AUDAX;10,35;;;AUDAX_07;1;0,7391;0,1719;;;;
AUDAX;13,8;;;AUDAX_07;1;0,8978;0,1719;;;;
AUDAX;17,25;;;AUDAX_07;1;1,0565;0,1719;;;;
AUDAX;20,7;;;AUDAX_07;1;1,2152;0,1719;;;;
AUDAX;1,15;1;;AUDAX_08;1;0,3817;0,1784;;;;
AUDAX;2,3;2;;AUDAX_08;1;0,4346;0,1784;;;;
AUDAX;3,45;3;;AUDAX_08;1;0,4875;0,1784;;;;
AUDAX;4,6;4;;AUDAX_08;1;0,5404;0,1784;;;;
AUDAX;5,75;;;AUDAX_08;1;0,5933;0,1784;;;;
AUDAX;6,9;;;AUDAX_08;1;0,6462;0,1784;;;;
AUDAX;10,35;;;AUDAX_08;1;0,8049;0,1784;;;;
AUDAX;13,8;;;AUDAX_08;1;0,9636;0,1784;;;;
AUDAX;17,25;;;AUDAX_08;1;1,1223;0,1784;;;;
AUDAX;20,7;;;AUDAX_08;1;1,281;0,1784;;;;
AUDAX;1,15;1;;AUDAX_09;1;0,4803;0,1824;;;;
AUDAX;2,3;2;;AUDAX_09;1;0,5332;0,1824;;;;
AUDAX;3,45;3;;AUDAX_09;1;0,5861;0,1824;;;;
AUDAX;4,6;4;;AUDAX_09;1;0,639;0,1824;;;;
AUDAX;5,75;;;AUDAX_09;1;0,6919;0,1824;;;;
AUDAX;6,9;;;AUDAX_09;1;0,7448;0,1824;;;;
AUDAX;10,35;;;AUDAX_09;1;0,9035;0,1824;;;;
AUDAX;13,8;;;AUDAX_09;1;1,0622;0,1824;;;;
AUDAX;17,25;;;AUDAX_09;1;1,2209;0,1824;;;;
AUDAX;20,7;;;AUDAX_09;1;1,3796;0,1824;;;;
AUDAX;3,45;;;AUDAX_01;2;0,454590410958904;0,175692697618254;0,107592697618254;;;
AUDAX;4,6;;;AUDAX_01;2;0,507490410958904;0,175692697618254;0,107592697618254;;;
AUDAX;5,75;;;AUDAX_01;2;0,560390410958904;0,175692697618254;0,107592697618254;;;
AUDAX;6,9;;;AUDAX_01;2;0,613290410958904;0,175692697618254;0,107592697618254;;;
AUDAX;10,35;;;AUDAX_01;2;0,870620547945205;0,175692697618254;0,107592697618254;;;
